elapsed_s,current_a,recorded_duration_s
2.190919,+0.014652,2.190919
2.193878,+0.014652,2.193878
2.197028,+0.014652,2.197028
2.200015,+0.008791,2.200015
2.202985,+0.008791,2.202985
2.205904,+0.008791,2.205904
2.208897,+0.014652,2.208897
2.211954,+0.014652,2.211954
2.215076,+0.008791,2.215076
2.217927,+0.008791,2.217927
2.220401,+0.008791,2.220401
2.223380,+0.008791,2.223380
2.226469,+0.014652,2.226469
2.229131,+0.014652,2.229131
2.238061,+0.008791,2.238061
2.240615,+0.014652,2.240615
2.243646,+0.014652,2.243646
2.246471,+0.014652,2.246471
2.249014,+0.008791,2.249014
2.252087,+0.008791,2.252087
2.255150,+0.008791,2.255150
2.258008,+0.014652,2.258008
2.260531,+0.014652,2.260531
2.263500,+0.014652,2.263500
2.266570,+0.008791,2.266570
2.269213,+0.014652,2.269213
2.272070,+0.014652,2.272070
2.275080,+0.014652,2.275080
2.278032,+0.014652,2.278032
2.280598,+0.014652,2.280598
2.283579,+0.014652,2.283579
2.286515,+0.014652,2.286515
2.289073,+0.014652,2.289073
2.292115,+0.014652,2.292115
2.295237,+0.008791,2.295237
2.298071,+0.014652,2.298071
2.300631,+0.014652,2.300631
2.303583,+0.014652,2.303583
2.306733,+0.014652,2.306733
2.309198,+0.014652,2.309198
2.312150,+0.014652,2.312150
2.315080,+0.008791,2.315080
2.318115,+0.008791,2.318115
2.321369,+0.008791,2.321369
2.324152,+0.008791,2.324152
2.327201,+0.014652,2.327201
2.330154,+0.014652,2.330154
2.339113,+0.014652,2.339113
2.342142,+0.008791,2.342142
2.345107,+0.008791,2.345107
2.348324,+0.008791,2.348324
2.351113,+0.008791,2.351113
2.354157,+0.008791,2.354157
2.357085,+0.008791,2.357085
2.360684,+0.008791,2.360684
2.363533,+0.008791,2.363533
2.366519,+0.014652,2.366519
2.369116,+0.008791,2.369116
2.372048,+0.008791,2.372048
2.375227,+0.014652,2.375227
2.378053,+0.008791,2.378053
2.381020,+0.008791,2.381020
2.384063,+0.008791,2.384063
2.387267,+0.008791,2.387267
2.390193,+0.008791,2.390193
2.393235,+0.008791,2.393235
2.396128,+0.008791,2.396128
2.399766,+0.008791,2.399766
2.403377,+0.008791,2.403377
2.406441,+0.008791,2.406441
2.409444,+0.008791,2.409444
2.412458,+0.008791,2.412458
2.415674,+0.014652,2.415674
2.418469,+0.014652,2.418469
2.421196,+0.014652,2.421196
2.424178,+0.008791,2.424178
2.427380,+0.014652,2.427380
2.429884,+0.014652,2.429884
2.432860,+0.014652,2.432860
2.441867,+0.014652,2.441867
2.444847,+0.014652,2.444847
2.447867,+0.014652,2.447867
2.450868,+0.008791,2.450868
2.454118,+0.008791,2.454118
2.456927,+0.008791,2.456927
2.460101,+0.008791,2.460101
2.463136,+0.008791,2.463136
2.466080,+0.008791,2.466080
2.469837,+0.008791,2.469837
2.472413,+0.008791,2.472413
2.475361,+0.008791,2.475361
2.478399,+0.008791,2.478399
2.481666,+0.008791,2.481666
2.484444,+0.014652,2.484444
2.487422,+0.014652,2.487422
2.490200,+0.014652,2.490200
2.493351,+0.008791,2.493351
2.496273,+0.008791,2.496273
2.499226,+0.014652,2.499226
2.502164,+0.014652,2.502164
2.505205,+0.014652,2.505205
2.508848,+0.008791,2.508848
2.512036,+0.008791,2.512036
2.515187,+0.014652,2.515187
2.518098,+0.014652,2.518098
2.521502,+0.008791,2.521502
2.524390,+0.008791,2.524390
2.527335,+0.014652,2.527335
2.530441,+0.014652,2.530441
2.533358,+0.014652,2.533358
2.542148,+0.014652,2.542148
2.545294,+0.014652,2.545294
2.548407,+0.008791,2.548407
2.551732,+0.014652,2.551732
2.554519,+0.008791,2.554519
2.557419,+0.008791,2.557419
2.560328,+0.008791,2.560328
2.563271,+0.008791,2.563271
2.566147,+0.008791,2.566147
2.569173,+0.008791,2.569173
2.572192,+0.008791,2.572192
2.575274,+0.008791,2.575274
2.578141,+0.008791,2.578141
2.580591,+0.014652,2.580591
2.583908,+0.014652,2.583908
2.586757,+0.008791,2.586757
2.589222,+0.008791,2.589222
2.592166,+0.014652,2.592166
2.595161,+0.008791,2.595161
2.598264,+0.008791,2.598264
2.600887,+0.008791,2.600887
2.603714,+0.008791,2.603714
2.606778,+0.008791,2.606778
2.609227,+0.008791,2.609227
2.612270,+0.008791,2.612270
2.615845,+0.008791,2.615845
2.618438,+0.008791,2.618438
2.621276,+0.008791,2.621276
2.624321,+0.008791,2.624321
2.627506,+0.008791,2.627506
2.630340,+0.008791,2.630340
2.633343,+0.014652,2.633343
2.636334,+0.014652,2.636334
2.645801,+0.014652,2.645801
2.648903,+0.014652,2.648903
2.651304,+0.014652,2.651304
2.654423,+0.014652,2.654423
2.657419,+0.008791,2.657419
2.660238,+0.008791,2.660238
2.663329,+0.008791,2.663329
2.666272,+0.008791,2.666272
2.668948,+0.008791,2.668948
2.671356,+0.014652,2.671356
2.674417,+0.008791,2.674417
